cpu_key,cpu_label,passmark_multi,passmark_single,cores,release_year,source
amd ryzen 9 8940hx,AMD Ryzen 9 8940HX,50110,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6736p,Intel Xeon 6736P,50072,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6544y,Intel Xeon Gold 6544Y,49944,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4465p,AMD EPYC 4465P,49871,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6517p,Intel Xeon 6517P,49768,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8351n,Intel Xeon Platinum 8351N @ 2.40GHz,49763,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265,Intel Core Ultra 7 265,49736,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7945wx,AMD Ryzen Threadripper PRO 7945WX,49673,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265f,Intel Core Ultra 7 265F,49413,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8347c,Intel Xeon Platinum 8347C @ 2.10GHz,49386,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6444y,Intel Xeon Gold 6444Y,49303,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6530,Intel Xeon Gold 6530,49085,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3445,Intel Xeon w7-3445,48978,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9224,AMD EPYC 9224,48967,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9115,AMD EPYC 9115,48936,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7r12,AMD EPYC 7R12,48934,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6314u,Intel Xeon Gold 6314U @ 2.30GHz,48916,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc embedded 8224p,AMD EPYC Embedded 8224P,48869,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 5955wx,AMD Ryzen Threadripper PRO 5955WX,48822,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 pro 9945,AMD Ryzen 9 PRO 9945,48634,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 255hx,Intel Core Ultra 7 255HX,48511,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265hx,Intel Core Ultra 7 265HX,48466,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7453,AMD EPYC 7453,48453,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900f,Intel Core i9-13900F,48292,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 250kf plus,Intel Core Ultra 5 250KF Plus,48286,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3345,Intel Xeon W-3345 @ 3.00GHz,48140,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9184x,AMD EPYC 9184X,48058,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7900,AMD Ryzen 9 7900,48042,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4464p,AMD EPYC 4464P,47514,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2555x,Intel Xeon w5-2555X,47193,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6342,Intel Xeon Gold 6342 @ 2.80GHz,47076,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 pro 7945,AMD Ryzen 9 PRO 7945,47065,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 251hx,Intel Core Ultra 7 251HX,46914,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8368q,Intel Xeon Platinum 8368Q @ 2.60GHz,46681,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900f,Intel Core i9-14900F,46602,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7402,AMD EPYC 7402,46388,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 9 273pqe,Intel Core 9 273PQE,46107,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 73f3,AMD EPYC 73F3,46103,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8224p,AMD EPYC 8224P,46052,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7452,AMD EPYC 7452,45969,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 3525,Intel Xeon w5-3525,45703,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6511p,Intel Xeon 6511P,45687,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700k,Intel Core i7-13700K,45666,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5418y,Intel Xeon Gold 5418Y,45660,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700kf,Intel Core i7-13700KF,45559,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3175x,Intel Xeon W-3175X @ 3.10GHz,45520,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6336y,Intel Xeon Gold 6336Y @ 2.40GHz,45517,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13980hx,Intel Core i9-13980HX,45468,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6515p,Intel Xeon 6515P,45312,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 5950x,AMD Ryzen 9 5950X,45283,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max 392,AMD RYZEN AI MAX+ 392,45127,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2465x,Intel Xeon w5-2465X,45062,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7542,AMD EPYC 7542,45020,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6538n,Intel Xeon Gold 6538N,44895,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900,Intel Core i9-14900,44850,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900,Intel Core i9-13900,44733,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7845hx,AMD Ryzen 9 7845HX,44641,,12,2023,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 3435x,Intel Xeon w5-3435X,44532,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 636,Intel Xeon 636,44421,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon max 9462,Intel Xeon Max 9462,44153,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900hx,Intel Core i9-14900HX,43931,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 5900xt,AMD Ryzen 9 5900XT,43844,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7343,AMD EPYC 7343,43778,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4416,Intel Xeon Silver 4416+,43659,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900ks,Intel Core i9-12900KS,43417,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7402p,AMD EPYC 7402P,43288,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 245kf,Intel Core Ultra 5 245KF,43136,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 245k,Intel Core Ultra 5 245K,43130,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 8840hx,AMD Ryzen 7 8840HX,43117,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9124,AMD EPYC 9124,42982,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900t,Intel Core i9-13900T,42839,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max pro 390,AMD Ryzen AI Max Pro 390,42794,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13790f,Intel Core i7-13790F,42218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6526y,Intel Xeon Gold 6526Y,42195,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6338n,Intel Xeon Gold 6338N @ 2.20GHz,42086,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6330,Intel Xeon Gold 6330 @ 2.00GHz,42072,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6312u,Intel Xeon Gold 6312U @ 2.40GHz,41858,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900hx,Intel Core i9-13900HX,41747,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7d12,AMD EPYC 7D12,41746,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max 390,AMD Ryzen AI Max 390,41696,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 7 253pqe,Intel Core 7 253PQE,41656,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8280l,Intel Xeon Platinum 8280L @ 2.70GHz,41609,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14700f,Intel Core i7-14700F,41401,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7840hx,AMD Ryzen 7 7840HX,41365,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 7 245hx,Intel Core 7 245HX,41358,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 9850x3d,AMD Ryzen 7 9850X3D,41349,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900k,Intel Core i9-12900K,41127,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6338,Intel Xeon Gold 6338 @ 2.00GHz,41014,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2545,Intel Xeon w5-2545,40988,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7f52,AMD EPYC 7F52,40985,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8275cl,Intel Xeon Platinum 8275CL @ 3.00GHz,40794,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 235hx,Intel Core Ultra 5 235HX,40759,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13950hx,Intel Core i9-13950HX,40662,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6416h,Intel Xeon Gold 6416H,40606,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900kf,Intel Core i9-12900KF,40543,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14700,Intel Core i7-14700,40519,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7313p,AMD EPYC 7313P,40498,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9115 emb,AMD EPYC 9115 Emb,40376,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900e,Intel Core i9-13900E,40326,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 5945wx,AMD Ryzen Threadripper PRO 5945WX,40189,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3275m,Intel Xeon W-3275M @ 2.50GHz,39968,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 9800x3d,AMD Ryzen 7 9800X3D,39959,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7352,AMD EPYC 7352,39906,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 3955wx,AMD Ryzen Threadripper PRO 3955WX,39874,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 285t,Intel Core Ultra 9 285T,39716,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3275,Intel Xeon W-3275 @ 2.50GHz,39449,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3335,Intel Xeon W-3335 @ 3.40GHz,39293,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7313,AMD EPYC 7313,38938,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 5900x,AMD Ryzen 9 5900X,38903,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8174,Intel Xeon Platinum 8174 @ 3.10GHz,38638,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6450c,Intel Xeon Gold 6450C,38571,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 245,Intel Core Ultra 5 245,38511,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6505p,Intel Xeon 6505P,38456,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 14600k,Intel Core i5-14600K,38441,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 3950x,AMD Ryzen 9 3950X,38426,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 235a,Intel Core Ultra 5 235A,38392,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14790f,Intel Core i7-14790F,38351,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 14600kf,Intel Core i5-14600KF,38343,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6354,Intel Xeon Gold 6354 @ 3.00GHz,38332,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8180,Intel Xeon Platinum 8180 @ 2.50GHz,38259,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 9745,AMD Ryzen 7 PRO 9745,38201,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 235,Intel Core Ultra 5 235,38141,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7551p,AMD EPYC 7551P,38111,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 9755,AMD Ryzen 7 PRO 9755,38100,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 245hx,Intel Core Ultra 5 245HX,38069,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6426y,Intel Xeon Gold 6426Y,37944,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700f,Intel Core i7-13700F,37835,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6258r,Intel Xeon Gold 6258R @ 2.70GHz,37774,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8280m,Intel Xeon Platinum 8280M @ 2.70GHz,37665,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265t,Intel Core Ultra 7 265T,37645,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5320,Intel Xeon Gold 5320 @ 2.20GHz,37558,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 13600k,Intel Core i5-13600K,37493,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 13600kf,Intel Core i5-13600KF,37360,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8273cl,Intel Xeon Platinum 8273CL @ 2.20GHz,37320,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6346,Intel Xeon Gold 6346 @ 3.10GHz,37195,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2455x,Intel Xeon w5-2455X,37145,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 9700x,AMD Ryzen 7 9700X,37023,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx 470,AMD Ryzen AI 9 HX 470,36919,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8280,Intel Xeon Platinum 8280 @ 2.70GHz,36830,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 9 273pe,Intel Core 9 273PE,36810,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900t,Intel Core i9-14900T,36751,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 9700f,AMD Ryzen 7 9700F,36693,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14700hx,Intel Core i7-14700HX,36637,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 3425,Intel Xeon w5-3425,36421,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra x9 388h,Intel Core Ultra X9 388H,36374,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6330n,Intel Xeon Gold 6330N @ 2.20GHz,36360,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13850hx,Intel Core i7-13850HX,36253,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4345p,AMD EPYC 4345P,36123,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8124p,AMD EPYC 8124P,36117,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700,Intel Core i7-13700,35968,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 14600,Intel Core i5-14600,35943,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6248r,Intel Xeon Gold 6248R @ 3.00GHz,35888,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6338t,Intel Xeon Gold 6338T @ 2.10GHz,35801,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900f,Intel Core i9-12900F,35756,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3265m,Intel Xeon W-3265M @ 2.70GHz,35697,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5416s,Intel Xeon Gold 5416S,35581,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 386h,Intel Core Ultra 9 386H,35550,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7700x,AMD Ryzen 7 7700X,35522,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx 375,AMD Ryzen AI 9 HX 375,35376,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx pro 470,AMD Ryzen AI 9 HX PRO 470,35183,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6242r,Intel Xeon Gold 6242R @ 3.10GHz,35103,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx 370,AMD Ryzen AI 9 HX 370,35025,,12,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7303p,AMD EPYC 7303P,34976,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 7745,AMD Ryzen 7 PRO 7745,34826,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6238r,Intel Xeon Gold 6238R @ 2.20GHz,34751,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8260m,Intel Xeon Platinum 8260M @ 2.40GHz,34592,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6268cl,Intel Xeon Gold 6268CL @ 2.80GHz,34558,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 pro 5945,AMD Ryzen 9 PRO 5945,34549,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8260c,Intel Xeon Platinum 8260C @ 2.40GHz,34420,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7700,AMD Ryzen 7 7700,34359,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8268,Intel Xeon Platinum 8268 @ 2.90GHz,34326,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5318n,Intel Xeon Gold 5318N @ 2.10GHz,34301,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7800x3d,AMD Ryzen 7 7800X3D,34280,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 12700k,Intel Core i7-12700K,34271,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 285h,Intel Core Ultra 9 285H,34263,,16,2024,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265h,Intel Core Ultra 7 265H,34171,,16,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7601,AMD EPYC 7601,34102,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 366h,Intel Core Ultra 7 366H,33999,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 5900,AMD Ryzen 9 5900,33961,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 12700kf,Intel Core i7-12700KF,33956,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4364p,AMD EPYC 4364P,33882,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 356h,Intel Core Ultra 7 356H,33855,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra x7 358h,Intel Core Ultra X7 358H,33853,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5320t,Intel Xeon Gold 5320T @ 2.30GHz,33828,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 2799,Intel Xeon D-2799 @ 2.40GHz,33792,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max 385,AMD Ryzen AI Max 385,33642,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx pro 375,AMD Ryzen AI 9 HX PRO 375,33635,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14650hx,Intel Core i7-14650HX,33635,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900,Intel Core i9-12900,33629,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8270,Intel Xeon Platinum 8270 @ 2.70GHz,33602,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w3 2535,Intel Xeon w3-2535,33517,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7302,AMD EPYC 7302,33499,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 3945wx,AMD Ryzen Threadripper PRO 3945WX,33406,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max 388,AMD RYZEN AI MAX+ 388,33347,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4344p,AMD EPYC 4344P,33325,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 3433,Intel Xeon w5-3433,33322,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700e,Intel Core i7-13700E,33298,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 hx pro 370,AMD Ryzen AI 9 HX PRO 370,33275,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4316,Intel Xeon Silver 4316 @ 2.30GHz,33219,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5318y,Intel Xeon Gold 5318Y @ 2.10GHz,33139,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra x7 368h,Intel Core Ultra X7 368H,33087,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 12900hx,Intel Core i9-12900HX,33009,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8180m,Intel Xeon Platinum 8180M @ 2.50GHz,32989,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 230f,Intel Core Ultra 5 230F,32916,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6240r,Intel Xeon Gold 6240R @ 2.40GHz,32907,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6278c,Intel Xeon Gold 6278C @ 2.60GHz,32835,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6326,Intel Xeon Gold 6326 @ 2.90GHz,32738,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6230r,Intel Xeon Gold 6230R @ 2.10GHz,32591,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 3900x,AMD Ryzen 9 3900X,32487,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 3900xt,AMD Ryzen 9 3900XT,32480,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 9 h 465,AMD Ryzen AI 9 H 465,32465,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7700g,AMD Ryzen 7 7700G,32432,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8168,Intel Xeon Platinum 8168 @ 2.70GHz,32373,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7745hx,AMD Ryzen 7 7745HX,32315,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6254,Intel Xeon Gold 6254 @ 3.10GHz,32240,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2445,Intel Xeon w5-2445,32213,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4510,Intel Xeon Silver 4510,32144,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7302p,AMD EPYC 7302P,32114,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 2990wx,AMD Ryzen Threadripper 2990WX,32058,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max pro 385,AMD Ryzen AI Max Pro 385,32026,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 10980xe,Intel Core i9-10980XE @ 3.00GHz,31946,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 13700hx,Intel Core i7-13700HX,31741,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5320h,Intel Xeon Gold 5320H @ 2.40GHz,31718,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 8700g,AMD Ryzen 7 8700G,31536,,,,PassMark (passmark_single_cpu_intel_amd.csv)
